svid,llid,satsys,satnum,elev,azim,SNR
31139,1429,GLN,73,17,025,38
31140,1429,GLN,75,30,143,40
31141,1429,GLN,65,63,324,32
31142,1429,GLN,88,30,251,37
31143,1429,GLN,81,29,314,34
31144,1429,GLN,72,46,073,32
31145,1429,GLN,66,14,284,
31146,1429,GLN,87,06,209,
31147,1430,GPS,02,09,327,37
31148,1430,GPS,04,19,071,35
31149,1430,GPS,05,10,303,36
31150,1430,GPS,06,36,210,29
31151,1430,GPS,07,62,146,43
31152,1430,GPS,09,56,067,42
31153,1430,GPS,11,47,258,34
31154,1430,GPS,16,13,045,32
31155,1430,GPS,20,46,298,30
31156,1430,GPS,29,05,329,31
31157,1430,GPS,30,35,189,36
31158,1430,GPS,26,01,021,
31159,1430,GLN,74,45,071,33
31160,1430,GLN,73,17,025,39
31161,1430,GLN,75,30,143,43
31162,1430,GLN,65,63,324,35
31163,1430,GLN,88,30,251,39
31164,1430,GLN,81,29,314,34
31165,1430,GLN,72,46,073,37
31166,1430,GLN,66,14,284,
31167,1430,GLN,87,06,209,
31168,1431,GPS,02,09,327,35
31169,1431,GPS,04,19,071,34
31170,1431,GPS,05,10,303,34
31171,1431,GPS,06,36,210,33
31172,1431,GPS,07,62,146,42
31173,1431,GPS,09,56,067,37
31174,1431,GPS,11,47,258,36
31175,1431,GPS,16,13,045,36
31176,1431,GPS,20,46,298,34
31177,1431,GPS,26,01,021,31
31178,1431,GPS,29,05,329,30
31179,1431,GPS,30,35,189,30
31180,1431,GLN,66,14,284,28
31181,1431,GLN,73,17,025,40
31182,1431,GLN,75,30,143,41
31183,1431,GLN,65,63,324,33
31184,1431,GLN,88,30,251,37
31185,1431,GLN,81,29,314,27
31186,1431,GLN,72,46,073,35
31187,1431,GLN,87,06,209,
31188,1432,GPS,02,09,327,37
31189,1432,GPS,04,19,071,36
31190,1432,GPS,05,10,303,35
31191,1432,GPS,06,36,210,38
31192,1432,GPS,07,62,146,43
31193,1432,GPS,09,56,067,41
31194,1432,GPS,11,47,258,35
31195,1432,GPS,16,13,045,35
31196,1432,GPS,20,46,298,31
31197,1432,GPS,29,05,329,30
31198,1432,GPS,30,35,189,35
31199,1432,GLN,74,45,071,31
31200,1432,GLN,73,17,025,43
31201,1432,GLN,75,30,143,37
31202,1432,GLN,65,63,324,32
31203,1432,GLN,88,30,251,40
31204,1432,GLN,81,29,314,36
31205,1432,GLN,72,46,073,39
31206,1432,GLN,87,06,209,
31207,1433,GPS,02,09,327,33
31208,1433,GPS,04,19,071,39
31209,1433,GPS,05,10,303,38
31210,1433,GPS,06,36,210,41
31211,1433,GPS,07,62,146,44
31212,1433,GPS,09,56,067,37
31213,1433,GPS,11,47,258,28
31214,1433,GPS,16,13,045,32
31215,1433,GPS,20,46,298,35
31216,1433,GPS,26,01,021,29
31217,1433,GPS,29,05,329,31
31218,1433,GPS,30,35,189,38
31219,1433,GLN,74,45,071,33
31220,1433,GLN,66,14,284,25
31221,1433,GLN,73,17,025,42
31222,1433,GLN,65,63,324,34
31223,1433,GLN,88,30,251,40
31224,1433,GLN,81,29,314,33
31225,1433,GLN,72,46,073,41
31226,1433,GLN,87,06,209,
31227,1434,GPS,02,09,327,29
31228,1434,GPS,04,19,071,35
31229,1434,GPS,05,10,303,34
31230,1434,GPS,06,36,210,40
31231,1434,GPS,07,62,146,42
31232,1434,GPS,09,56,067,41
31233,1434,GPS,11,47,258,30
31234,1434,GPS,16,13,045,32
31235,1434,GPS,20,46,298,36
31236,1434,GPS,30,35,189,39
31237,1434,GLN,74,45,071,31
31238,1434,GLN,66,14,284,32
31239,1434,GLN,73,17,025,40
31240,1434,GLN,65,63,324,33
31241,1434,GLN,88,30,251,39
31242,1434,GLN,81,29,314,34
31243,1434,GLN,72,46,073,34
31244,1434,GLN,75,30,143,
31245,1434,GLN,87,06,209,
31246,1435,GPS,04,19,071,34
31247,1435,GPS,05,10,303,30
31248,1435,GPS,06,36,210,41
31249,1435,GPS,07,62,146,41
31250,1435,GPS,09,56,067,42
31251,1435,GPS,11,47,258,30
31252,1435,GPS,16,13,045,36
31253,1435,GPS,20,46,298,37
31254,1435,GPS,30,35,189,42
31255,1435,GPS,26,01,021,
31256,1435,GPS,29,05,329,
31257,1435,GLN,74,45,071,32
31258,1435,GLN,66,14,284,33
31259,1435,GLN,73,17,025,35
31260,1435,GLN,75,30,143,30
31261,1435,GLN,65,63,324,35
31262,1435,GLN,88,30,251,36
31263,1435,GLN,81,29,314,34
31264,1435,GLN,72,46,073,33
31265,1435,GLN,87,06,209,
31266,1436,GPS,04,19,071,33
31267,1436,GPS,05,10,303,28
31268,1436,GPS,06,36,210,38
31269,1436,GPS,07,62,146,39
31270,1436,GPS,09,56,067,42
31271,1436,GPS,11,47,258,29
31272,1436,GPS,16,13,045,38
31273,1436,GPS,20,46,298,38
31274,1436,GPS,26,01,021,26
31275,1436,GPS,29,05,329,28
31276,1436,GPS,30,35,189,43
31277,1436,GPS,02,09,327,
31278,1436,GLN,74,45,071,33
31279,1436,GLN,66,14,284,31
31280,1436,GLN,73,17,025,38
31281,1436,GLN,75,30,143,34
31282,1436,GLN,65,63,324,36
31283,1436,GLN,88,30,251,39
31284,1436,GLN,81,29,314,34
31285,1436,GLN,72,46,073,33
31286,1436,GLN,87,06,209,
31287,1437,GPS,02,09,327,28
31288,1437,GPS,04,19,071,37
31289,1437,GPS,05,10,303,30
31290,1437,GPS,06,36,210,37
31291,1437,GPS,07,62,146,45
31292,1437,GPS,09,56,067,39
31293,1437,GPS,11,47,258,27
31294,1437,GPS,16,13,045,33
31295,1437,GPS,20,46,298,36
31296,1437,GPS,26,01,021,31
31297,1437,GPS,29,05,329,29
31298,1437,GPS,30,35,189,38
31299,1437,GLN,74,45,071,33
31300,1437,GLN,66,14,284,32
31301,1437,GLN,73,17,025,43
31302,1437,GLN,75,30,143,41
31303,1437,GLN,65,63,324,32
31304,1437,GLN,88,30,251,45
31305,1437,GLN,81,29,314,36
31306,1437,GLN,72,46,073,42
31307,1437,GLN,87,06,209,
31308,1438,GPS,04,19,071,28
31309,1438,GPS,05,10,303,26
31310,1438,GPS,06,36,210,32
31311,1438,GPS,07,62,146,34
31312,1438,GPS,09,56,067,36
31313,1438,GPS,11,47,258,40
31314,1438,GPS,16,13,045,38
31315,1438,GPS,20,46,298,38
31316,1438,GPS,26,01,021,27
31317,1438,GPS,30,35,189,42
31318,1438,GLN,74,45,071,33
31319,1438,GLN,66,14,284,31
31320,1438,GLN,73,17,025,36
31321,1438,GLN,75,30,143,34
31322,1438,GLN,65,63,324,34
31323,1438,GLN,88,30,251,37
31324,1438,GLN,81,29,314,33
31325,1438,GLN,72,46,073,37
31326,1438,GLN,87,06,209,
31327,1439,GPS,02,09,327,25
31328,1439,GPS,04,19,071,36
31329,1439,GPS,05,10,303,34
31330,1439,GPS,06,36,210,35
31331,1439,GPS,07,62,146,35
31332,1439,GPS,09,56,067,36
31333,1439,GPS,11,47,258,40
31334,1439,GPS,16,13,045,37
31335,1439,GPS,20,46,298,38
31336,1439,GPS,26,01,021,27
31337,1439,GPS,29,05,329,31
31338,1439,GPS,30,35,189,39
31339,1439,GLN,74,45,071,34
31340,1439,GLN,66,14,284,31
31341,1439,GLN,73,17,025,40
31342,1439,GLN,75,30,143,42
31343,1439,GLN,65,63,324,34
31344,1439,GLN,88,30,251,37
31345,1439,GLN,81,29,314,27
31346,1439,GLN,72,46,073,38
31347,1439,GLN,87,06,209,
31348,1440,GPS,04,19,071,34
31349,1440,GPS,05,10,303,36
31350,1440,GPS,06,36,210,25
31351,1440,GPS,07,62,146,37
31352,1440,GPS,09,56,067,37
31353,1440,GPS,11,47,258,39
31354,1440,GPS,16,13,045,36
31355,1440,GPS,20,46,298,36
31356,1440,GPS,26,01,021,28
31357,1440,GPS,30,35,189,40
31358,1440,GLN,74,45,071,39
31359,1440,GLN,66,14,284,25
31360,1440,GLN,73,17,025,37
31361,1440,GLN,75,30,143,45
31362,1440,GLN,65,63,324,31
31363,1440,GLN,88,30,251,34
31364,1440,GLN,81,29,314,28
31365,1440,GLN,72,46,073,40
31366,1440,GLN,87,06,209,
31367,1441,GPS,02,09,327,28
31368,1441,GPS,04,19,071,31
31369,1441,GPS,05,10,303,36
31370,1441,GPS,06,36,210,30
31371,1441,GPS,07,62,146,35
31372,1441,GPS,09,56,067,40
31373,1441,GPS,11,47,258,37
31374,1441,GPS,16,13,045,34
31375,1441,GPS,20,46,298,33
31376,1441,GPS,26,01,021,26
31377,1441,GPS,30,35,189,40
31378,1441,GPS,29,05,329,
31379,1441,GLN,74,45,071,38
31380,1441,GLN,66,14,284,26
31381,1441,GLN,73,17,025,35
31382,1441,GLN,75,30,143,45
31383,1441,GLN,65,63,324,35
31384,1441,GLN,88,30,251,32
31385,1441,GLN,81,29,314,28
31386,1441,GLN,72,46,073,41
31387,1441,GLN,87,06,209,
31388,1442,GPS,02,09,327,27
31389,1442,GPS,04,19,071,32
31390,1442,GPS,05,10,303,35
31391,1442,GPS,07,62,146,39
31392,1442,GPS,09,56,067,39
31393,1442,GPS,11,47,258,37
31394,1442,GPS,16,13,045,33
31395,1442,GPS,20,46,298,29
31396,1442,GPS,26,01,021,26
31397,1442,GPS,30,35,189,38
31398,1442,GPS,29,05,329,
31399,1442,GLN,74,45,071,38
31400,1442,GLN,66,14,284,28
31401,1442,GLN,73,17,025,39
31402,1442,GLN,75,30,143,44
31403,1442,GLN,65,63,324,29
31404,1442,GLN,88,30,251,33
31405,1442,GLN,81,29,314,31
31406,1442,GLN,72,46,073,39
31407,1442,GLN,87,06,209,
31408,1443,GPS,02,09,327,28
31409,1443,GPS,04,19,071,33
31410,1443,GPS,05,10,303,34
31411,1443,GPS,07,62,146,34
31412,1443,GPS,09,56,067,39
31413,1443,GPS,11,47,258,36
31414,1443,GPS,16,13,045,35
31415,1443,GPS,20,46,298,29
31416,1443,GPS,30,35,189,36
31417,1443,GPS,06,36,210,
31418,1443,GPS,29,05,329,
31419,1443,GLN,74,45,071,36
31420,1443,GLN,66,14,284,29
31421,1443,GLN,73,17,025,37
31422,1443,GLN,75,30,143,44
31423,1443,GLN,65,63,324,34
31424,1443,GLN,88,30,251,33
31425,1443,GLN,81,29,314,32
31426,1443,GLN,72,46,073,36
31427,1443,GLN,87,06,209,
31428,1444,GPS,02,09,327,26
31429,1444,GPS,04,19,071,32
31430,1444,GPS,05,10,303,35
31431,1444,GPS,06,36,210,32
31432,1444,GPS,07,62,146,34
31433,1444,GPS,09,56,067,40
31434,1444,GPS,11,47,258,36
31435,1444,GPS,16,13,045,35
31436,1444,GPS,20,46,298,31
31437,1444,GPS,26,01,021,30
31438,1444,GPS,29,05,329,30
31439,1444,GPS,30,35,189,39
31440,1444,GLN,74,45,071,38
31441,1444,GLN,66,14,284,28
31442,1444,GLN,73,17,025,34
31443,1444,GLN,75,30,143,44
31444,1444,GLN,65,63,324,30
31445,1444,GLN,88,30,251,32
31446,1444,GLN,81,29,314,31
31447,1444,GLN,72,46,073,41
31448,1444,GLN,87,06,209,
31449,1445,GPS,02,09,327,27
31450,1445,GPS,04,19,071,35
31451,1445,GPS,05,10,303,37
31452,1445,GPS,06,36,210,32
31453,1445,GPS,07,62,146,37
31454,1445,GPS,09,56,067,41
31455,1445,GPS,11,47,258,35
31456,1445,GPS,16,13,045,36
31457,1445,GPS,20,46,298,29
31458,1445,GPS,26,01,021,28
31459,1445,GPS,29,05,329,31
31460,1445,GPS,30,35,189,39
31461,1445,GLN,74,45,071,37
31462,1445,GLN,66,14,284,30
31463,1445,GLN,73,17,025,33
31464,1445,GLN,75,30,143,42
31465,1445,GLN,65,63,324,33
31466,1445,GLN,88,30,251,38
31467,1445,GLN,81,29,314,29
31468,1445,GLN,72,46,073,41
31469,1445,GLN,87,06,209,
31470,1446,GPS,02,09,327,28
31471,1446,GPS,04,19,071,33
31472,1446,GPS,05,10,303,38
31473,1446,GPS,06,36,210,38
31474,1446,GPS,07,62,146,40
31475,1446,GPS,09,56,067,38
31476,1446,GPS,11,47,258,38
31477,1446,GPS,16,13,045,36
31478,1446,GPS,20,46,298,35
31479,1446,GPS,29,05,329,29
31480,1446,GPS,30,35,189,39
31481,1446,GLN,74,45,071,38
31482,1446,GLN,73,17,025,34
31483,1446,GLN,75,30,143,46
31484,1446,GLN,65,63,324,28
31485,1446,GLN,88,30,251,37
31486,1446,GLN,81,29,314,25
31487,1446,GLN,72,46,073,42
31488,1446,GLN,87,06,209,
31489,1447,GPS,02,09,327,31
31490,1447,GPS,04,19,071,29
31491,1447,GPS,05,10,303,35
31492,1447,GPS,06,36,210,33
31493,1447,GPS,07,62,146,35
31494,1447,GPS,09,56,067,40
31495,1447,GPS,11,47,258,38
31496,1447,GPS,16,13,045,38
31497,1447,GPS,20,46,298,33
31498,1447,GPS,29,05,329,30
31499,1447,GPS,30,35,189,38
31500,1447,GPS,26,01,021,
31501,1447,GLN,74,45,071,37
31502,1447,GLN,66,14,284,29
31503,1447,GLN,73,17,025,38
31504,1447,GLN,75,30,143,46
31505,1447,GLN,65,63,324,37
31506,1447,GLN,88,30,251,31
31507,1447,GLN,81,29,314,34
31508,1447,GLN,72,46,073,39
31509,1447,GLN,87,06,209,
31510,1448,GPS,02,09,327,27
31511,1448,GPS,04,19,071,30
31512,1448,GPS,05,10,303,33
31513,1448,GPS,06,36,210,35
31514,1448,GPS,07,62,146,41
31515,1448,GPS,09,56,067,40
31516,1448,GPS,11,47,258,36
31517,1448,GPS,16,13,045,36
31518,1448,GPS,20,46,298,33
31519,1448,GPS,30,35,189,41
31520,1448,GPS,26,01,021,
31521,1448,GLN,74,45,071,38
31522,1448,GLN,66,14,284,29
31523,1448,GLN,73,17,025,37
31524,1448,GLN,75,30,143,46
31525,1448,GLN,65,63,324,34
31526,1448,GLN,88,30,251,39
31527,1448,GLN,72,46,073,42
31528,1448,GLN,87,06,209,
31529,1449,GPS,02,09,327,28
31530,1449,GPS,04,19,071,29
31531,1449,GPS,05,10,303,33
31532,1449,GPS,06,36,210,38
31533,1449,GPS,07,62,146,38
31534,1449,GPS,09,56,067,35
31535,1449,GPS,11,47,258,38
31536,1449,GPS,16,13,045,35
31537,1449,GPS,20,46,298,34
31538,1449,GPS,29,05,329,28
31539,1449,GPS,30,35,189,39
31540,1449,GPS,26,01,021,
31541,1449,GLN,74,45,071,40
31542,1449,GLN,66,14,284,28
31543,1449,GLN,73,17,025,37
31544,1449,GLN,75,30,143,46
31545,1449,GLN,65,63,324,32
31546,1449,GLN,88,30,251,35
31547,1449,GLN,81,29,314,29
31548,1449,GLN,72,46,073,44
31549,1449,GLN,87,06,209,
31550,1450,GPS,04,19,071,33
31551,1450,GPS,05,10,303,34
31552,1450,GPS,06,36,210,36
31553,1450,GPS,07,62,146,35
31554,1450,GPS,09,56,067,40
31555,1450,GPS,11,47,258,40
31556,1450,GPS,16,13,045,33
31557,1450,GPS,20,46,298,35
31558,1450,GPS,26,01,021,26
31559,1450,GPS,29,05,329,27
31560,1450,GPS,30,35,189,40
31561,1450,GLN,74,45,071,39
31562,1450,GLN,66,14,284,28
31563,1450,GLN,73,17,025,34
31564,1450,GLN,75,30,143,45
31565,1450,GLN,65,63,324,34
31566,1450,GLN,88,30,251,30
31567,1450,GLN,81,29,314,35
31568,1450,GLN,72,46,073,43
31569,1450,GLN,87,06,209,
31570,1451,GPS,02,09,327,31
31571,1451,GPS,04,19,071,32
31572,1451,GPS,05,10,303,38
31573,1451,GPS,06,36,210,39
31574,1451,GPS,07,62,146,38
31575,1451,GPS,09,56,067,39
31576,1451,GPS,11,47,258,34
31577,1451,GPS,16,13,045,33
31578,1451,GPS,20,46,298,35
31579,1451,GPS,29,05,329,31
31580,1451,GPS,30,35,189,41
31581,1451,GLN,74,45,070,39
31582,1451,GLN,73,16,025,33
31583,1451,GLN,75,31,143,46
31584,1451,GLN,65,64,326,33
31585,1451,GLN,88,30,250,35
31586,1451,GLN,81,30,313,34
31587,1451,GLN,72,45,073,43
31588,1451,GLN,87,04,209,
31589,1452,GPS,04,19,071,32
31590,1452,GPS,05,10,303,37
31591,1452,GPS,06,36,210,37
31592,1452,GPS,07,62,146,36
31593,1452,GPS,09,56,067,41
31594,1452,GPS,11,47,258,32
31595,1452,GPS,16,13,045,37
31596,1452,GPS,20,46,298,33
31597,1452,GPS,30,35,189,41
31598,1452,GPS,26,01,021,
31599,1452,GLN,74,45,070,38
31600,1452,GLN,66,14,285,27
31601,1452,GLN,73,16,025,36
31602,1452,GLN,75,31,143,45
31603,1452,GLN,65,64,326,34
31604,1452,GLN,88,30,250,33
31605,1452,GLN,81,30,313,34
31606,1452,GLN,72,45,073,42
31607,1452,GLN,87,04,209,
31608,1453,GPS,04,19,071,34
31609,1453,GPS,05,10,303,29
31610,1453,GPS,06,36,210,36
31611,1453,GPS,07,62,146,38
31612,1453,GPS,09,56,067,39
31613,1453,GPS,11,47,258,38
31614,1453,GPS,16,13,045,33
31615,1453,GPS,20,46,298,35
31616,1453,GPS,29,05,329,31
31617,1453,GPS,30,35,189,45
31618,1453,GPS,02,09,327,
31619,1453,GPS,26,01,021,
31620,1453,GLN,74,45,070,40
31621,1453,GLN,73,16,025,33
31622,1453,GLN,75,31,143,46
31623,1453,GLN,65,64,326,34
31624,1453,GLN,88,30,250,37
31625,1453,GLN,81,30,313,32
31626,1453,GLN,72,45,073,44
31627,1453,GLN,87,04,209,
31628,1454,GPS,02,09,327,29
31629,1454,GPS,04,19,071,33
31630,1454,GPS,05,10,303,27
31631,1454,GPS,06,36,210,37
31632,1454,GPS,07,62,146,40
31633,1454,GPS,09,56,067,38
31634,1454,GPS,11,47,258,42
31635,1454,GPS,16,13,045,34
31636,1454,GPS,20,46,298,29
31637,1454,GPS,26,01,021,30
31638,1454,GPS,29,05,329,28
31639,1454,GPS,30,35,189,41
31640,1454,GLN,74,45,070,39
31641,1454,GLN,73,16,025,31
31642,1454,GLN,75,31,143,46
31643,1454,GLN,65,64,326,30
31644,1454,GLN,88,30,250,39
31645,1454,GLN,81,30,313,29
31646,1454,GLN,72,45,073,44
31647,1454,GLN,66,14,285,
31648,1454,GLN,87,04,209,
31649,1455,GPS,04,19,071,36
31650,1455,GPS,06,36,210,33
31651,1455,GPS,07,62,146,36
31652,1455,GPS,09,56,067,41
31653,1455,GPS,11,47,258,39
31654,1455,GPS,16,13,045,31
31655,1455,GPS,20,46,298,32
31656,1455,GPS,26,01,021,27
31657,1455,GPS,29,05,329,27
31658,1455,GPS,30,35,189,43
31659,1455,GLN,74,45,070,39
31660,1455,GLN,73,16,025,32
31661,1455,GLN,75,31,143,45
31662,1455,GLN,65,64,326,33
31663,1455,GLN,88,30,250,32
31664,1455,GLN,81,30,313,34
31665,1455,GLN,72,45,073,44
31666,1455,GLN,66,14,285,
31667,1455,GLN,87,04,209,
31668,1456,GPS,04,19,071,35
31669,1456,GPS,06,36,210,34
31670,1456,GPS,07,62,146,37
31671,1456,GPS,09,56,067,37
31672,1456,GPS,11,47,258,44
31673,1456,GPS,16,13,045,31
31674,1456,GPS,20,46,298,34
31675,1456,GPS,26,01,021,31
31676,1456,GPS,29,05,329,29
31677,1456,GPS,30,35,189,42
31678,1456,GPS,02,09,327,
31679,1456,GPS,05,10,303,
31680,1456,GLN,74,45,070,38
31681,1456,GLN,75,31,143,45
31682,1456,GLN,65,64,326,35
31683,1456,GLN,88,30,250,41
31684,1456,GLN,81,30,313,33
31685,1456,GLN,72,45,073,44
31686,1456,GLN,66,14,285,
31687,1456,GLN,87,04,209,
31688,1457,GPS,02,09,327,31
31689,1457,GPS,04,19,071,30
31690,1457,GPS,06,36,210,34
31691,1457,GPS,07,62,146,38
31692,1457,GPS,09,56,067,39
31693,1457,GPS,11,47,258,37
31694,1457,GPS,16,13,045,33
31695,1457,GPS,20,46,298,33
31696,1457,GPS,26,01,021,27
31697,1457,GPS,29,05,329,30
31698,1457,GPS,30,35,189,44
31699,1457,GPS,05,10,303,
31700,1457,GLN,74,45,070,34
31701,1457,GLN,66,14,285,26
31702,1457,GLN,73,16,025,36
31703,1457,GLN,75,31,143,45
31704,1457,GLN,65,64,326,34
31705,1457,GLN,88,30,250,41
31706,1457,GLN,81,30,313,28
31707,1457,GLN,72,45,073,39
31708,1457,GLN,87,04,209,
31709,1458,GPS,02,09,327,28
31710,1458,GPS,04,19,071,33
31711,1458,GPS,05,10,303,29
31712,1458,GPS,06,36,210,38
31713,1458,GPS,07,62,146,40
31714,1458,GPS,09,56,067,40
31715,1458,GPS,11,47,258,39
31716,1458,GPS,16,13,045,33
31717,1458,GPS,20,46,298,32
31718,1458,GPS,26,01,021,28
31719,1458,GPS,30,35,189,46
31720,1458,GLN,74,45,070,36
31721,1458,GLN,66,14,285,29
31722,1458,GLN,73,16,025,36
31723,1458,GLN,75,31,143,39
31724,1458,GLN,65,64,326,33
31725,1458,GLN,88,30,250,41
31726,1458,GLN,81,30,313,37
31727,1458,GLN,72,45,073,38
31728,1458,GLN,87,04,209,
31729,1459,GPS,02,09,327,27
31730,1459,GPS,04,19,071,32
31731,1459,GPS,05,10,303,30
31732,1459,GPS,06,36,210,35
31733,1459,GPS,07,62,146,41
31734,1459,GPS,09,56,067,37
31735,1459,GPS,11,47,258,43
31736,1459,GPS,16,13,045,28
31737,1459,GPS,20,46,298,36
31738,1459,GPS,26,01,021,33
31739,1459,GPS,29,05,329,28
31740,1459,GPS,30,35,189,45
31741,1459,GLN,74,45,070,36
31742,1459,GLN,66,14,285,30
31743,1459,GLN,73,16,025,32
31744,1459,GLN,75,31,143,43
31745,1459,GLN,65,64,326,33
31746,1459,GLN,88,30,250,40
31747,1459,GLN,81,30,313,32
31748,1459,GLN,72,45,073,42
31749,1459,GLN,87,04,209,
31750,1460,GPS,02,09,327,27
31751,1460,GPS,04,19,071,35
31752,1460,GPS,05,10,303,30
31753,1460,GPS,06,36,210,38
31754,1460,GPS,07,62,146,40
31755,1460,GPS,09,56,067,38
31756,1460,GPS,11,47,258,40
31757,1460,GPS,20,46,298,30
31758,1460,GPS,26,01,021,32
31759,1460,GPS,29,05,329,35
31760,1460,GPS,30,35,189,42
31761,1460,GLN,74,45,070,32
31762,1460,GLN,66,14,285,32
31763,1460,GLN,73,16,025,33
31764,1460,GLN,75,31,143,43
31765,1460,GLN,65,64,326,34
31766,1460,GLN,88,30,250,41
31767,1460,GLN,81,30,313,30
31768,1460,GLN,72,45,073,41
31769,1460,GLN,87,04,209,
31770,1461,GPS,02,09,327,30
31771,1461,GPS,04,19,071,31
31772,1461,GPS,05,10,303,27
31773,1461,GPS,06,36,210,34
31774,1461,GPS,07,62,146,38
31775,1461,GPS,09,56,067,41
31776,1461,GPS,11,47,258,41
31777,1461,GPS,16,13,045,27
31778,1461,GPS,20,46,298,33
31779,1461,GPS,26,01,021,26
31780,1461,GPS,29,05,329,29
31781,1461,GPS,30,35,189,44
31782,1461,GLN,74,45,070,36
31783,1461,GLN,66,14,285,28
31784,1461,GLN,73,16,025,28
31785,1461,GLN,75,31,143,43
31786,1461,GLN,65,64,326,35
31787,1461,GLN,88,30,250,37
31788,1461,GLN,81,30,313,32
31789,1461,GLN,72,45,073,40
31790,1461,GLN,87,04,209,
31791,1462,GPS,02,09,327,30
31792,1462,GPS,04,19,071,32
31793,1462,GPS,05,10,303,32
31794,1462,GPS,06,36,210,30
31795,1462,GPS,07,62,146,35
31796,1462,GPS,09,56,067,40
31797,1462,GPS,11,47,258,42
31798,1462,GPS,16,13,045,30
31799,1462,GPS,20,46,298,38
31800,1462,GPS,29,05,329,33
31801,1462,GPS,30,35,189,43
31802,1462,GLN,74,45,070,36
31803,1462,GLN,66,14,285,25
31804,1462,GLN,73,16,025,33
31805,1462,GLN,75,31,143,42
31806,1462,GLN,65,64,326,32
31807,1462,GLN,88,30,250,36
31808,1462,GLN,81,30,313,36
31809,1462,GLN,72,45,073,40
31810,1462,GLN,87,04,209,
31811,1463,GPS,02,09,327,32
31812,1463,GPS,04,19,071,36
31813,1463,GPS,06,36,210,41
31814,1463,GPS,07,62,146,41
31815,1463,GPS,09,56,067,42
31816,1463,GPS,11,47,258,30
31817,1463,GPS,16,13,045,34
31818,1463,GPS,20,46,298,36
31819,1463,GPS,26,01,021,33
31820,1463,GPS,29,05,329,31
31821,1463,GPS,30,35,189,45
31822,1463,GLN,74,45,070,34
31823,1463,GLN,73,16,025,32
31824,1463,GLN,75,31,143,41
31825,1463,GLN,65,64,326,33
31826,1463,GLN,88,30,250,30
31827,1463,GLN,81,30,313,32
31828,1463,GLN,72,45,073,41
31829,1463,GLN,87,04,209,
31830,1464,GPS,04,19,071,35
31831,1464,GPS,06,36,210,41
31832,1464,GPS,07,62,146,41
31833,1464,GPS,09,56,067,44
31834,1464,GPS,11,47,258,36
31835,1464,GPS,16,13,045,34
31836,1464,GPS,20,46,298,35
31837,1464,GPS,26,01,021,26
31838,1464,GPS,29,05,329,33
31839,1464,GPS,30,35,189,46
31840,1464,GPS,05,10,303,
31841,1464,GLN,74,45,070,34
31842,1464,GLN,73,16,025,32
31843,1464,GLN,75,31,143,41
31844,1464,GLN,65,64,326,30
31845,1464,GLN,88,30,250,33
31846,1464,GLN,72,45,073,41
31847,1464,GLN,66,14,285,
31848,1464,GLN,87,04,209,
31849,1465,GPS,02,09,327,27
31850,1465,GPS,04,19,071,36
31851,1465,GPS,06,36,210,40
31852,1465,GPS,07,62,146,39
31853,1465,GPS,09,56,067,44
31854,1465,GPS,11,47,258,39
31855,1465,GPS,16,13,045,33
31856,1465,GPS,20,46,298,31
31857,1465,GPS,26,01,021,28
31858,1465,GPS,29,05,329,29
31859,1465,GPS,30,35,189,46
31860,1465,GPS,05,10,303,
31861,1465,GLN,74,45,070,34
31862,1465,GLN,73,16,025,39
31863,1465,GLN,75,31,143,43
31864,1465,GLN,65,64,326,34
31865,1465,GLN,88,30,250,38
31866,1465,GLN,81,30,313,30
31867,1465,GLN,72,45,073,39
31868,1465,GLN,66,14,285,
31869,1465,GLN,87,04,209,
31870,1466,GPS,04,19,071,36
31871,1466,GPS,05,10,303,29
31872,1466,GPS,06,36,210,40
31873,1466,GPS,07,62,146,33
31874,1466,GPS,09,56,067,39
31875,1466,GPS,11,47,258,42
31876,1466,GPS,16,13,045,39
31877,1466,GPS,20,46,298,38
31878,1466,GPS,26,01,021,33
31879,1466,GPS,29,05,329,32
31880,1466,GPS,30,35,189,44
31881,1466,GLN,74,45,070,35
31882,1466,GLN,66,14,285,26
31883,1466,GLN,73,16,025,37
31884,1466,GLN,75,31,143,44
31885,1466,GLN,65,64,326,29
31886,1466,GLN,88,30,250,40
31887,1466,GLN,81,30,313,29
31888,1466,GLN,72,45,073,41
31889,1466,GLN,87,04,209,
31890,1467,GPS,02,09,327,27
31891,1467,GPS,04,19,071,40
31892,1467,GPS,05,10,303,32
31893,1467,GPS,06,36,210,42
31894,1467,GPS,07,62,146,40
31895,1467,GPS,09,56,067,40
31896,1467,GPS,11,47,258,37
31897,1467,GPS,16,13,045,41
31898,1467,GPS,20,46,298,32
31899,1467,GPS,26,01,021,38
31900,1467,GPS,29,05,329,29
31901,1467,GPS,30,35,189,41
31902,1467,GLN,74,45,070,36
31903,1467,GLN,66,14,285,37
31904,1467,GLN,73,16,025,40
31905,1467,GLN,75,31,143,43
31906,1467,GLN,65,64,326,29
31907,1467,GLN,88,30,250,44
31908,1467,GLN,81,30,313,31
31909,1467,GLN,72,45,073,40
31910,1467,GLN,87,04,209,
31911,1468,GPS,02,09,327,29
31912,1468,GPS,04,19,071,38
31913,1468,GPS,06,36,210,39
31914,1468,GPS,07,62,146,41
31915,1468,GPS,09,56,067,41
31916,1468,GPS,11,47,258,36
31917,1468,GPS,16,13,045,37
31918,1468,GPS,20,46,298,34
