rid,llid,mode,fix,satused,pdop,hdop,vdop,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12
664,664,A,3,10,1.52,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
665,665,A,3,10,1.52,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
666,666,A,3,10,1.52,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
667,667,A,3,10,1.52,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
668,668,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
669,669,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
670,670,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
671,671,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
672,672,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
673,673,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
674,674,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
675,675,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
676,676,A,3,10,1.53,0.86,1.26,07,26,04,16,06,09,02,11,03,20,,
677,677,A,3,10,1.53,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
678,678,A,3,10,1.53,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
679,679,A,3,10,1.53,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
680,680,A,3,10,1.53,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
681,681,A,3,10,1.53,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
682,682,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
683,683,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
684,684,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
685,685,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
686,686,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
687,687,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
688,688,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
689,689,A,3,10,1.54,0.86,1.27,07,26,04,16,06,09,02,11,03,20,,
690,690,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
691,691,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
692,692,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
693,693,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
694,694,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
695,695,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
696,696,A,3,10,1.54,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
697,697,A,3,10,1.55,0.86,1.28,07,26,04,16,06,09,02,11,03,20,,
698,698,A,3,10,1.55,0.87,1.28,07,26,04,16,06,09,02,11,03,20,,
699,699,A,3,10,1.55,0.87,1.28,07,26,04,16,06,09,02,11,03,20,,
700,700,A,3,10,1.55,0.87,1.28,07,26,04,16,06,09,02,11,03,20,,
701,701,A,3,10,1.55,0.87,1.28,07,26,04,16,06,09,02,11,03,20,,
702,702,A,3,10,1.55,0.87,1.28,07,26,04,16,06,09,02,11,03,20,,
703,703,A,3,10,1.55,0.87,1.28,07,26,04,16,06,09,02,11,03,20,,
704,704,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
705,705,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
706,706,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
707,707,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
708,708,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
709,709,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
710,710,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
711,711,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
712,712,A,3,10,1.55,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
713,713,A,3,10,1.56,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
714,714,A,3,10,1.56,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
715,715,A,3,10,1.56,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
716,716,A,3,10,1.56,0.87,1.29,07,26,04,16,06,09,02,11,03,20,,
717,717,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
718,718,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
719,719,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
720,720,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
721,721,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
722,722,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
723,723,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
724,724,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
725,725,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
726,726,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
727,727,A,3,10,1.56,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
728,728,A,3,10,1.57,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
729,729,A,3,10,1.57,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
730,730,A,3,10,1.57,0.87,1.30,07,26,04,16,06,09,02,11,03,20,,
731,731,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
732,732,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
733,733,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
734,734,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
735,735,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
736,736,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
737,737,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
738,738,A,3,10,1.57,0.87,1.31,07,26,04,16,06,09,02,11,03,20,,
739,739,A,3,11,1.26,0.70,1.04,07,26,04,16,06,09,02,11,03,30,20,
740,740,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
741,741,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
742,742,A,3,10,1.28,0.73,1.06,07,26,04,16,06,09,02,03,30,20,,
743,743,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
744,744,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
745,745,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
746,746,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
747,747,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
748,748,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
749,749,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
750,750,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
751,751,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
752,752,A,3,10,1.29,0.73,1.06,07,26,04,06,09,02,11,03,30,20,,
753,753,A,3,11,1.26,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
754,754,A,3,11,1.27,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
755,755,A,3,11,1.27,0.70,1.05,07,26,04,16,06,09,02,11,03,30,20,
756,756,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
757,757,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
758,758,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
759,759,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
760,760,A,3,10,1.38,0.78,1.14,07,26,04,06,09,02,11,03,30,20,,
761,761,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
762,762,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
763,763,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
764,764,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
765,765,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
766,766,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
767,767,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
768,768,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
769,769,A,3,10,1.39,0.73,1.18,07,26,16,06,09,02,11,03,30,20,,
770,770,A,3,11,1.27,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
771,771,A,3,11,1.28,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
772,772,A,3,11,1.28,0.70,1.06,07,26,04,16,06,09,02,11,03,30,20,
773,773,A,3,11,1.34,0.73,1.12,07,26,04,16,06,09,02,11,03,30,20,
774,774,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
775,775,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
776,776,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
777,777,A,3,11,1.30,0.73,1.08,07,26,04,16,06,09,02,11,03,30,20,
778,778,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
779,779,A,3,10,1.40,0.80,1.15,07,04,16,06,09,02,11,03,30,20,,
780,780,A,3,11,1.34,0.74,1.12,07,26,04,16,06,09,02,11,03,30,20,
781,781,A,3,11,1.34,0.74,1.12,07,26,04,16,06,09,02,11,03,30,20,
782,782,A,3,10,1.30,0.73,1.08,07,26,04,06,09,02,11,03,30,20,,
783,783,A,3,10,1.69,0.93,1.41,07,26,04,06,09,02,11,03,30,20,,
784,784,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
785,785,A,3,11,1.34,0.74,1.13,07,26,04,16,06,09,02,11,03,30,20,
786,786,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
787,787,A,3,11,1.28,0.70,1.07,07,26,04,16,06,09,02,11,03,30,20,
788,788,A,3,11,1.35,0.74,1.13,07,26,04,16,06,09,02,11,03,30,20,
789,789,A,3,11,1.28,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
790,790,A,3,10,1.31,0.73,1.09,07,26,04,06,09,02,11,03,30,20,,
791,791,A,3,11,1.29,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
792,792,A,3,11,1.29,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
793,793,A,3,11,1.29,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
794,794,A,3,11,1.29,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
795,795,A,3,10,1.31,0.73,1.09,07,26,04,06,09,02,11,03,30,20,,
796,796,A,3,11,1.29,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
797,797,A,3,9,1.55,0.74,1.37,07,26,04,06,02,11,03,30,20,,,
798,798,A,3,10,1.31,0.73,1.09,07,26,04,06,09,02,11,03,30,20,,
799,799,A,3,10,1.31,0.73,1.09,07,26,04,06,09,02,11,03,30,20,,
800,800,A,3,10,1.31,0.73,1.09,07,26,04,06,09,02,11,03,30,20,,
801,801,A,3,10,1.31,0.73,1.09,07,26,04,06,09,02,11,03,30,20,,
802,802,A,3,11,1.29,0.70,1.08,07,26,04,16,06,09,02,11,03,30,20,
803,803,A,3,10,1.62,0.74,1.45,07,26,04,16,06,02,11,03,30,20,,
804,804,A,3,11,1.29,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
805,805,A,3,11,1.29,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
806,806,A,3,11,1.29,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
807,807,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
808,808,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
809,809,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
810,810,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
811,811,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
812,812,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
813,813,A,3,11,1.30,0.70,1.09,07,26,04,16,06,09,02,11,03,30,20,
814,814,A,3,11,1.30,0.71,1.09,07,26,04,16,06,09,02,11,03,30,20,
815,815,A,3,11,1.30,0.71,1.09,07,26,04,16,06,09,02,11,03,30,20,
816,816,A,3,11,1.30,0.71,1.09,07,26,04,16,06,09,02,11,03,30,20,
817,817,A,3,11,1.30,0.71,1.09,07,26,04,16,06,09,02,11,03,30,20,
818,818,A,3,11,1.30,0.71,1.09,07,26,04,16,06,09,02,11,03,30,20,
819,819,A,3,11,1.30,0.71,1.09,07,26,04,16,06,09,02,11,03,30,20,
820,820,A,3,11,1.30,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
821,821,A,3,11,1.30,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
822,822,A,3,11,1.30,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
823,823,A,3,11,1.30,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
824,824,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
825,825,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
826,826,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
827,827,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
828,828,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
829,829,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
830,830,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
831,831,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
832,832,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
833,833,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
834,834,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
835,835,A,3,11,1.31,0.71,1.10,07,26,04,16,06,09,02,11,03,30,20,
836,836,A,3,11,1.31,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
837,837,A,3,11,1.31,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
838,838,A,3,11,1.31,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
839,839,A,3,11,1.31,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
840,840,A,3,11,1.31,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
841,841,A,3,11,1.31,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
842,842,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
843,843,A,3,10,1.36,0.76,1.13,07,26,04,16,06,09,02,11,30,20,,
844,844,A,3,10,1.34,0.73,1.12,07,26,04,16,06,09,02,03,30,20,,
845,845,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
846,846,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
847,847,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
848,848,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
849,849,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
850,850,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
851,851,A,3,11,1.32,0.71,1.11,07,26,04,16,06,09,02,11,03,30,20,
852,852,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
853,853,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
854,854,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
855,855,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
856,856,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
857,857,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
858,858,A,3,11,1.32,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
859,859,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
860,860,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
861,861,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
862,862,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
863,863,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
864,864,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
865,865,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
866,866,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
867,867,A,3,11,1.33,0.71,1.12,07,26,04,16,06,09,02,11,03,30,20,
868,868,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
869,869,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
870,870,A,3,10,1.39,0.77,1.15,07,26,04,16,06,09,02,11,30,20,,
871,871,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
872,872,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
873,873,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
874,874,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
875,875,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
876,876,A,3,11,1.33,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
877,877,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
878,878,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
879,879,A,3,10,1.39,0.77,1.16,07,26,04,16,06,09,02,11,30,20,,
880,880,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
881,881,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
882,882,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
883,883,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
884,884,A,3,11,1.34,0.71,1.13,07,26,04,16,06,09,02,11,03,30,20,
885,885,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
886,886,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
887,887,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
888,888,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
889,889,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
890,890,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
891,891,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
892,892,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
893,893,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
894,894,A,3,11,1.34,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
895,895,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
896,896,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
897,897,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
898,898,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
899,899,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
900,900,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
901,901,A,3,11,1.35,0.71,1.14,07,26,04,16,06,09,02,11,03,30,20,
902,902,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
903,903,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
904,904,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
905,905,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
906,906,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
907,907,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
908,908,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
909,909,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
910,910,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
911,911,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
912,912,A,3,11,1.35,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
913,913,A,3,11,1.36,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
914,914,A,3,11,1.36,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
915,915,A,3,11,1.36,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
916,916,A,3,11,1.36,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
917,917,A,3,11,1.36,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
918,918,A,3,11,1.36,0.71,1.15,07,26,04,16,06,09,02,11,03,30,20,
919,919,A,3,11,1.36,0.71,1.16,07,26,04,16,06,09,02,11,03,30,20,
920,920,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
921,921,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
922,922,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
923,923,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
924,924,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
925,925,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
926,926,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
927,927,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
928,928,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
929,929,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
930,930,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
931,931,A,3,11,1.36,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
932,932,A,3,11,1.37,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
933,933,A,3,11,1.37,0.72,1.16,07,26,04,16,06,09,02,11,03,30,20,
934,934,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
935,935,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
936,936,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
937,937,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
938,938,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
939,939,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
940,940,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
941,941,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
942,942,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
943,943,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
944,944,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
945,945,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
946,946,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
947,947,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
948,948,A,3,12,1.30,0.69,1.10,07,29,26,04,16,06,09,02,11,03,30,20
949,949,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
950,950,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
951,951,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
952,952,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
953,953,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
954,954,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
955,955,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
956,956,A,3,12,1.30,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
957,957,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
958,958,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
959,959,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
960,960,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
961,961,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
962,962,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
963,963,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
964,964,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
965,965,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
966,966,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
967,967,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
968,968,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
969,969,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
970,970,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
971,971,A,3,12,1.31,0.69,1.11,07,29,26,04,16,06,09,02,11,03,30,20
972,972,A,3,12,1.31,0.69,1.12,07,29,26,04,16,06,09,02,11,03,30,20
973,973,A,3,12,1.31,0.69,1.12,07,29,26,04,16,06,09,02,11,03,30,20
